en,fr,it,de,es,ko,kana
,-,-,-,-,-,-
"A physical attack delivered with a long tail or a foreleg, etc.","A physical attack delivered with a long tail or a foreleg, etc.","A physical attack delivered with a long tail or a foreleg, etc.","A physical attack delivered with a long tail or a foreleg, etc.","A physical attack delivered with a long tail or a foreleg, etc.","A physical attack delivered with a long tail or a foreleg, etc.","A physical attack delivered with a long tail or a foreleg, etc."
"The foe is attacked with a sharp chop. It has a high critical-hit ratio.","The foe is attacked with a sharp chop. It has a high critical-hit ratio.","The foe is attacked with a sharp chop. It has a high critical-hit ratio.","The foe is attacked with a sharp chop. It has a high critical-hit ratio.","The foe is attacked with a sharp chop. It has a high critical-hit ratio.","The foe is attacked with a sharp chop. It has a high critical-hit ratio.","The foe is attacked with a sharp chop. It has a high critical-hit ratio."
"The foe is slapped repeatedly, back and forth, two to five times.","The foe is slapped repeatedly, back and forth, two to five times.","The foe is slapped repeatedly, back and forth, two to five times.","The foe is slapped repeatedly, back and forth, two to five times.","The foe is slapped repeatedly, back and forth, two to five times.","The foe is slapped repeatedly, back and forth, two to five times.","The foe is slapped repeatedly, back and forth, two to five times."
"The foe is hit with a flurry of punches that strike two to five times.","The foe is hit with a flurry of punches that strike two to five times.","The foe is hit with a flurry of punches that strike two to five times.","The foe is hit with a flurry of punches that strike two to five times.","The foe is hit with a flurry of punches that strike two to five times.","The foe is hit with a flurry of punches that strike two to five times.","The foe is hit with a flurry of punches that strike two to five times."
"The foe is slugged by a punch thrown with muscle-packed power.","The foe is slugged by a punch thrown with muscle-packed power.","The foe is slugged by a punch thrown with muscle-packed power.","The foe is slugged by a punch thrown with muscle-packed power.","The foe is slugged by a punch thrown with muscle-packed power.","The foe is slugged by a punch thrown with muscle-packed power.","The foe is slugged by a punch thrown with muscle-packed power."
"Numerous coins are hurled at the foe. Money is earned after battle.","Numerous coins are hurled at the foe. Money is earned after battle.","Numerous coins are hurled at the foe. Money is earned after battle.","Numerous coins are hurled at the foe. Money is earned after battle.","Numerous coins are hurled at the foe. Money is earned after battle.","Numerous coins are hurled at the foe. Money is earned after battle.","Numerous coins are hurled at the foe. Money is earned after battle."
"The foe is punched with a fiery fist. It may leave the foe with a burn.","The foe is punched with a fiery fist. It may leave the foe with a burn.","The foe is punched with a fiery fist. It may leave the foe with a burn.","The foe is punched with a fiery fist. It may leave the foe with a burn.","The foe is punched with a fiery fist. It may leave the foe with a burn.","The foe is punched with a fiery fist. It may leave the foe with a burn.","The foe is punched with a fiery fist. It may leave the foe with a burn."
"The foe is punched with an icy fist. It may leave the foe frozen.","The foe is punched with an icy fist. It may leave the foe frozen.","The foe is punched with an icy fist. It may leave the foe frozen.","The foe is punched with an icy fist. It may leave the foe frozen.","The foe is punched with an icy fist. It may leave the foe frozen.","The foe is punched with an icy fist. It may leave the foe frozen.","The foe is punched with an icy fist. It may leave the foe frozen."
"The foe is punched with an electrified fist. It may leave the foe paralyzed.","The foe is punched with an electrified fist. It may leave the foe paralyzed.","The foe is punched with an electrified fist. It may leave the foe paralyzed.","The foe is punched with an electrified fist. It may leave the foe paralyzed.","The foe is punched with an electrified fist. It may leave the foe paralyzed.","The foe is punched with an electrified fist. It may leave the foe paralyzed.","The foe is punched with an electrified fist. It may leave the foe paralyzed."
"Hard, pointed, and sharp claws rake the foe.","Hard, pointed, and sharp claws rake the foe.","Hard, pointed, and sharp claws rake the foe.","Hard, pointed, and sharp claws rake the foe.","Hard, pointed, and sharp claws rake the foe.","Hard, pointed, and sharp claws rake the foe.","Hard, pointed, and sharp claws rake the foe."
"Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe."
"A vicious tearing attack with pincers. The foe will faint if it hits.","A vicious tearing attack with pincers. The foe will faint if it hits.","A vicious tearing attack with pincers. The foe will faint if it hits.","A vicious tearing attack with pincers. The foe will faint if it hits.","A vicious tearing attack with pincers. The foe will faint if it hits.","A vicious tearing attack with pincers. The foe will faint if it hits.","A vicious tearing attack with pincers. The foe will faint if it hits."
"Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.","Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.","Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.","Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.","Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.","Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio.","Blades of wind hit the foe on the 2nd turn. It has a high critical-hit ratio."
"A frenetic dance of fighting. It sharply raises the ATTACK stat.","A frenetic dance of fighting. It sharply raises the ATTACK stat.","A frenetic dance of fighting. It sharply raises the ATTACK stat.","A frenetic dance of fighting. It sharply raises the ATTACK stat.","A frenetic dance of fighting. It sharply raises the ATTACK stat.","A frenetic dance of fighting. It sharply raises the ATTACK stat.","A frenetic dance of fighting. It sharply raises the ATTACK stat."
"A basic attack. It can be used to cut down thin trees and grass.","A basic attack. It can be used to cut down thin trees and grass.","A basic attack. It can be used to cut down thin trees and grass.","A basic attack. It can be used to cut down thin trees and grass.","A basic attack. It can be used to cut down thin trees and grass.","A basic attack. It can be used to cut down thin trees and grass.","A basic attack. It can be used to cut down thin trees and grass."
