en,fr,it,de,es,ko,kana
[~0],[~0],[~0],[~0],[~0],[~0],[~0]
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs.","It has small electric sacs on both its cheeks. If threatened, it looses electric charges from the sacs."
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
