en,fr,it,de,es,ko,kana
!,!,!,!,(!),!,！
!,!,!,!,(!),!,！
!,!,!,!,(!),!,！
[VAR PKNAME(0000)] used Pound!,[VAR PKNAME(0000)] utilise Écras’Face !,[VAR PKNAME(0000)] usa Botta!,[VAR PKNAME(0000)] setzt Klaps ein!,¡[VAR PKNAME(0000)] ha usado Destructor!,[VAR PKNAME(0000)]의 막치기!,[VAR PKNAME(0000)]の はたく！
The wild [VAR PKNAME(0000)] used Pound!,Le [VAR PKNAME(0000)] sauvage utilise Écras’Face !,[VAR 1002][VAR 1501(0000)][VAR PKNAME(0000)] selvatico usa Botta!,[VAR PKNAME(0000)] (Wild) setzt Klaps ein!,¡El [VAR PKNAME(0000)] salvaje ha usado Destructor!,야생 [VAR PKNAME(0000)]의 막치기!,やせいの　[VAR PKNAME(0000)]の はたく！
The opposing [VAR PKNAME(0000)] used Pound!,Le [VAR PKNAME(0000)] ennemi utilise Écras’Face !,[VAR 1002][VAR 1501(0000)][VAR PKNAME(0000)] nemico usa Botta!,[VAR PKNAME(0000)] (Gegner) setzt Klaps ein!,¡El [VAR PKNAME(0000)] enemigo ha usado Destructor!,상대 [VAR PKNAME(0000)]의 막치기!,あいての　[VAR PKNAME(0000)]の はたく！
[VAR PKNAME(0000)] used Karate Chop!,[VAR PKNAME(0000)] utilise Poing Karaté !,[VAR PKNAME(0000)] usa Colpokarate!,[VAR PKNAME(0000)] setzt Karateschlag ein!,¡[VAR PKNAME(0000)] ha usado Golpe Kárate!,[VAR PKNAME(0000)]의 태권당수!,[VAR PKNAME(0000)]の からてチョップ！
The wild [VAR PKNAME(0000)] used Karate Chop!,Le [VAR PKNAME(0000)] sauvage utilise Poing Karaté !,[VAR 1002][VAR 1501(0000)][VAR PKNAME(0000)] selvatico usa Colpokarate!,[VAR PKNAME(0000)] (Wild) setzt Karateschlag ein!,¡El [VAR PKNAME(0000)] salvaje ha usado Golpe Kárate!,야생 [VAR PKNAME(0000)]의 태권당수!,やせいの　[VAR PKNAME(0000)]の からてチョップ！
The opposing [VAR PKNAME(0000)] used Karate Chop!,Le [VAR PKNAME(0000)] ennemi utilise Poing Karaté !,[VAR 1002][VAR 1501(0000)][VAR PKNAME(0000)] nemico usa Colpokarate!,[VAR PKNAME(0000)] (Gegner) setzt Karateschlag ein!,¡El [VAR PKNAME(0000)] enemigo ha usado Golpe Kárate!,상대 [VAR PKNAME(0000)]의 태권당수!,あいての　[VAR PKNAME(0000)]の からてチョップ！
[VAR PKNAME(0000)] used Double Slap!,[VAR PKNAME(0000)] utilise Torgnoles !,[VAR PKNAME(0000)] usa Doppiasberla!,[VAR PKNAME(0000)] setzt Duplexhieb ein!,¡[VAR PKNAME(0000)] ha usado Doble Bofetón!,[VAR PKNAME(0000)]의 연속뺨치기!,[VAR PKNAME(0000)]の おうふくビンタ！
