en,fr,it,de,es,ko,kana
Egg,Œuf,Uovo,Ei,Huevo,알,タマゴ
Bulbasaur,Bulbizarre,Bulbasaur,Bisasam,Bulbasaur,이상해씨,フシギダネ
Ivysaur,Herbizarre,Ivysaur,Bisaknosp,Ivysaur,이상해풀,フシギソウ
Venusaur,Florizarre,Venusaur,Bisaflor,Venusaur,이상해꽃,フシギバナ
Charmander,Salamèche,Charmander,Glumanda,Charmander,파이리,ヒトカゲ
Charmeleon,Reptincel,Charmeleon,Glutexo,Charmeleon,리자드,リザード
Charizard,Dracaufeu,Charizard,Glurak,Charizard,리자몽,リザードン
Squirtle,Carapuce,Squirtle,Schiggy,Squirtle,꼬부기,ゼニガメ
Wartortle,Carabaffe,Wartortle,Schillok,Wartortle,어니부기,カメール
Blastoise,Tortank,Blastoise,Turtok,Blastoise,거북왕,カメックス
Caterpie,Chenipan,Caterpie,Raupy,Caterpie,캐터피,キャタピー
Metapod,Chrysacier,Metapod,Safcon,Metapod,단데기,トランセル
Butterfree,Papilusion,Butterfree,Smettbo,Butterfree,버터플,バタフリー
Weedle,Aspicot,Weedle,Hornliu,Weedle,뿔충이,ビードル
Kakuna,Coconfort,Kakuna,Kokuna,Kakuna,딱충이,コクーン
Beedrill,Dardargnan,Beedrill,Bibor,Beedrill,독침붕,スピアー
Pidgey,Roucool,Pidgey,Taubsi,Pidgey,구구,ポッポ
Pidgeotto,Roucoups,Pidgeotto,Tauboga,Pidgeotto,피죤,ピジョン
Pidgeot,Roucarnage,Pidgeot,Tauboss,Pidgeot,피죤투,ピジョット
Rattata,Rattata,Rattata,Rattfratz,Rattata,꼬렛,コラッタ
Raticate,Rattatac,Raticate,Rattikarl,Raticate,레트라,ラッタ
Spearow,Piafabec,Spearow,Habitak,Spearow,깨비참,オニスズメ
Fearow,Rapasdepic,Fearow,Ibitak,Fearow,깨비드릴조,オニドリル
Ekans,Abo,Ekans,Rettan,Ekans,아보,アーボ
Arbok,Arbok,Arbok,Arbok,Arbok,아보크,アーボック
Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,피카츄,ピカチュウ
Raichu,Raichu,Raichu,Raichu,Raichu,라이츄,ライチュウ
Sandshrew,Sabelette,Sandshrew,Sandan,Sandshrew,모래두지,サンド
Sandslash,Sablaireau,Sandslash,Sandamer,Sandslash,고지,サンドパン
Nidoran♀,Nidoran♀,Nidoran♀,Nidoran♀,Nidoran♀,니드런♀,ニドラン♀
Nidorina,Nidorina,Nidorina,Nidorina,Nidorina,니드리나,ニドリーナ
Nidoqueen,Nidoqueen,Nidoqueen,Nidoqueen,Nidoqueen,니드퀸,ニドクイン
Nidoran♂,Nidoran♂,Nidoran♂,Nidoran♂,Nidoran♂,니드런♂,ニドラン♂
Nidorino,Nidorino,Nidorino,Nidorino,Nidorino,니드리노,ニドリーノ
