en,fr,it,de,es,ko,kana
,-,-,-,-,-,-
"The target is physically pounded with a long tail or a foreleg, etc.","Écrase l’ennemi avec les pattes avant, la queue, etc.","The target is physically pounded with a long tail or a foreleg, etc.","The target is physically pounded with a long tail or a foreleg, etc.","The target is physically pounded with a long tail or a foreleg, etc.","The target is physically pounded with a long tail or a foreleg, etc.","The target is physically pounded with a long tail or a foreleg, etc."
"The target is attacked with a sharp chop. Critical hits land more easily.","L’ennemi est tranché violemment. Taux de critiques élevé.","The target is attacked with a sharp chop. Critical hits land more easily.","The target is attacked with a sharp chop. Critical hits land more easily.","The target is attacked with a sharp chop. Critical hits land more easily.","The target is attacked with a sharp chop. Critical hits land more easily.","The target is attacked with a sharp chop. Critical hits land more easily."
"The target is slapped repeatedly, back and forth, two to five times in a row.","Gifle rapidement l’ennemi de 2 à 5 fois d’affilée.","The target is slapped repeatedly, back and forth, two to five times in a row.","The target is slapped repeatedly, back and forth, two to five times in a row.","The target is slapped repeatedly, back and forth, two to five times in a row.","The target is slapped repeatedly, back and forth, two to five times in a row.","The target is slapped repeatedly, back and forth, two to five times in a row."
"The target is hit with a flurry of punches that strike two to five times in a row.","Une tornade de coups de poing qui frappe de 2 à 5 fois d’affilée.","The target is hit with a flurry of punches that strike two to five times in a row.","The target is hit with a flurry of punches that strike two to five times in a row.","The target is hit with a flurry of punches that strike two to five times in a row.","The target is hit with a flurry of punches that strike two to five times in a row.","The target is hit with a flurry of punches that strike two to five times in a row."
"The target is slugged by a punch thrown with muscle-packed power.","L’ennemi reçoit un coup de poing d’une puissance incroyable.","The target is slugged by a punch thrown with muscle-packed power.","The target is slugged by a punch thrown with muscle-packed power.","The target is slugged by a punch thrown with muscle-packed power.","The target is slugged by a punch thrown with muscle-packed power.","The target is slugged by a punch thrown with muscle-packed power."
"Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.","Des pièces sont lancées sur l’ennemi. Permet d’obtenir de l’argent à la fin du combat.","Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.","Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.","Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.","Numerous coins are hurled at the target to inflict damage. Money is earned after the battle.","Numerous coins are hurled at the target to inflict damage. Money is earned after the battle."
"The target is punched with a fiery fist. It may also leave the target with a burn.","Un coup de poing enflammé vient frapper l’ennemi. Peut le brûler.","The target is punched with a fiery fist. It may also leave the target with a burn.","The target is punched with a fiery fist. It may also leave the target with a burn.","The target is punched with a fiery fist. It may also leave the target with a burn.","The target is punched with a fiery fist. It may also leave the target with a burn.","The target is punched with a fiery fist. It may also leave the target with a burn."
"The target is punched with an icy fist. It may also leave the target frozen.","Un coup de poing glacé vient frapper l’ennemi. Peut le geler.","The target is punched with an icy fist. It may also leave the target frozen.","The target is punched with an icy fist. It may also leave the target frozen.","The target is punched with an icy fist. It may also leave the target frozen.","The target is punched with an icy fist. It may also leave the target frozen.","The target is punched with an icy fist. It may also leave the target frozen."
"The target is punched with an electrified fist. It may also leave the target with paralysis.","Un coup de poing électrique vient frapper l’ennemi. Peut le paralyser.","The target is punched with an electrified fist. It may also leave the target with paralysis.","The target is punched with an electrified fist. It may also leave the target with paralysis.","The target is punched with an electrified fist. It may also leave the target with paralysis.","The target is punched with an electrified fist. It may also leave the target with paralysis.","The target is punched with an electrified fist. It may also leave the target with paralysis."
"Hard, pointed, and sharp claws rake the target to inflict damage.","Lacère l’ennemi avec des griffes acérées pour lui infliger des dégâts.","Hard, pointed, and sharp claws rake the target to inflict damage.","Hard, pointed, and sharp claws rake the target to inflict damage.","Hard, pointed, and sharp claws rake the target to inflict damage.","Hard, pointed, and sharp claws rake the target to inflict damage.","Hard, pointed, and sharp claws rake the target to inflict damage."
"The target is gripped and squeezed from both sides to inflict damage.","L’ennemi est attrapé et compressé par les côtés.","The target is gripped and squeezed from both sides to inflict damage.","The target is gripped and squeezed from both sides to inflict damage.","The target is gripped and squeezed from both sides to inflict damage.","The target is gripped and squeezed from both sides to inflict damage.","The target is gripped and squeezed from both sides to inflict damage."
"A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.","De méchantes pinces lacèrent l’ennemi, le mettant K.O. sur le coup s’il est touché.","A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.","A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.","A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.","A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.","A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits."
"A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.","Attaque en 2 tours. Des lames de vent frappent l’ennemi au 2è tour. Taux de critiques élevé.","A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.","A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.","A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.","A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.","A two-turn attack. Blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily."
"A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","Danse frénétique qui exalte l’esprit combatif. Augmente beaucoup l’Attaque du lanceur.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat."
"The target is cut with a scythe or a claw. It can also be used to cut down thin trees.","Coupe l’ennemi avec des lames ou des griffes. Hors combat, permet de couper des arbres fins.","The target is cut with a scythe or a claw. It can also be used to cut down thin trees.","The target is cut with a scythe or a claw. It can also be used to cut down thin trees.","The target is cut with a scythe or a claw. It can also be used to cut down thin trees.","The target is cut with a scythe or a claw. It can also be used to cut down thin trees.","The target is cut with a scythe or a claw. It can also be used to cut down thin trees."
"A gust of wind is whipped up by wings and launched at the target to inflict damage.","Le lanceur bat des ailes pour générer une bourrasque qui blesse l’ennemi.","A gust of wind is whipped up by wings and launched at the target to inflict damage.","A gust of wind is whipped up by wings and launched at the target to inflict damage.","A gust of wind is whipped up by wings and launched at the target to inflict damage.","A gust of wind is whipped up by wings and launched at the target to inflict damage.","A gust of wind is whipped up by wings and launched at the target to inflict damage."
"The target is struck with large, imposing wings spread wide to inflict damage.","L’ennemi est frappé par de larges ailes déployées pour infliger des dégâts.","The target is struck with large, imposing wings spread wide to inflict damage.","The target is struck with large, imposing wings spread wide to inflict damage.","The target is struck with large, imposing wings spread wide to inflict damage.","The target is struck with large, imposing wings spread wide to inflict damage.","The target is struck with large, imposing wings spread wide to inflict damage."
"The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","Éjecte le Pokémon ennemi et le remplace par un autre. Dans la nature, met fin au combat.","The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The target is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
